Frequency (Hz),Magnitude (Log Mag dB)
188488489,-107.442
188838839,-106.099
189189190,-104.7556667
189539540,-104.18
189889890,-104.5636667
190240241,-104.144
190590591,-104.528
190940941,-102.2253333
191291292,-105.2956667
191641642,-106.6383333
191991992,-107.0223333
192342343,-105.1033333
192692693,-105.4513333
193043043,-104.108
193393394,-103.3403333
193743744,-106.4106667
194094095,-105.8353333
194444445,-107.37
194794795,-107.178
195145146,-106.2186667
195495496,-106.9503333
195845846,-107.526
196196197,-105.607
196546547,-105.799
196896897,-104.8396667
197247248,-105.4156667
197597598,-104.264
197947948,-105.955
198298299,-103.844
198648649,-106.147
198998999,-104.9953333
199349350,-103.6523333
199699700,-104.8036667
200050050,-105.763
200400401,-104.5756667
200750751,-105.3433333
201101102,-105.3433333
201451452,-105.3073333
201801802,-105.6913333
202152153,-105.883
202502503,-104.54
202852853,-103.5443333
203203204,-104.312
203553554,-106.423
203903904,-105.2353333
204254255,-104.66
204604605,-104.8516667
204954955,-103.3166667
205305306,-102.8966667
205655656,-105.0076667
206006006,-103.8563333
206356357,-106.8903333
206706707,-106.6986667
207057057,-106.1226667
207407408,-106.2786667
207757758,-106.8543333
208108109,-104.7436667
208458459,-105.5113333
208808809,-104.8996667
209159160,-105.6673333
209509510,-105.6666667
209859860,-105.0553333
210210211,-106.5903333
210560561,-106.5903333
210910911,-106.7823333
211261262,-108.0896667
211611612,-107.322
211961962,-105.9786667
212312313,-105.5586667
212662663,-104.4076667
213013013,-104.7916667
213363364,-106.6743333
213713714,-105.1396667
214064064,-104.18
214414415,-105.1393333
214764765,-105.1033333
215115116,-105.871
215465466,-103.952
215815816,-103.9163333
216166167,-104.2996667
216516517,-103.7243333
216866867,-106.219
217217218,-105.607
217567568,-106.3746667
217917918,-106.5666667
218268269,-105.763
218618619,-106.7223333
218968969,-105.3793333
219319320,-102.465
219669670,-103.6166667
220020020,-104.5756667
220370371,-105.919
220720721,-104.9233333
221071071,-105.883
221421422,-106.267
221771772,-105.4633333
222122122,-106.039
222472473,-105.0796667
222822823,-104.312
223173174,-106.0026667
223523524,-103.1246667
223873874,-104.276
224224225,-104.048
224574575,-108.0776667
224924925,-103.472
225275276,-106.3146667
225625626,-105.547
225975976,-105.739
226326327,-105.3553333
226676677,-105.1276667
227027027,-105.319
227377378,-104.7436667
227727728,-105.4753333
228078078,-104.516
228428429,-105.283
228778779,-104.324
229129129,-107.358
229479480,-104.4796667
229829830,-106.0146667
230180181,-105.9786667
230530531,-105.2113333
230880881,-104.6356667
231231232,-104.9836667
231581582,-103.6403333
231931932,-103.832
232282283,-102.681
232632633,-104.18
232982983,-102.453
233333334,-104.9476667
233683684,-104.7196667
234034034,-103.5683333
234384385,-103.9523333
234734735,-105.1036667
235085085,-104.1083333
235435436,-105.2593333
235785786,-106.2186667
236136136,-105.607
236486487,-105.4153333
236836837,-105.6073333
237187188,-106.5303333
237537538,-105.3793333
237887888,-104.612
238238239,-105.3793333
238588589,-102.8486667
238938939,-103.8083333
239289290,-104.7676667
239639640,-103.7723333
239989990,-103.3883333
240340341,-103.964
240690691,-104.156
241041041,-103.5446667
241391392,-102.2013333
241741742,-105.0796667
242092092,-105.427
242442443,-104.276
242792793,-103.1246667
243143143,-106.159
243493494,-105.775
243843844,-104.0483333
244194194,-104.8156667
244544545,-104.9713333
244894895,-105.547
245245246,-105.547
245595596,-105.511
245945946,-105.511
246296297,-104.7436667
246646647,-104.9353333
246996997,-103.1726667
247347348,-103.173
247697698,-102.9806667
248048048,-105.0553333
248398399,-103.1366667
248748749,-103.7123333
249099099,-104.2516667
249449450,-103.4843333
249799800,-102.7166667
250150150,-102.3333333
250500501,-105.1756667
250850851,-103.0643333
251201201,-104.216
